1,0.9914671182632446
0,0.7884
1,0.6431910395622253
0,0.46144038438796997
1,0.3071047365665436
0,0.13275742530822754
0,0.10470680892467499
1,0.09494403004646301
0,0.08578865975141525
0,0.07697367668151855
0,0.07519055902957916
0,0.06874832510948181
0,0.06453514099121094
0,0.06291288882493973
0,0.05281376093626022
0,0.05154728889465332
0,0.04685632511973381
1,0.04288255795836449
1,0.04250510409474373
0,0.03678913041949272
1,0.0308691319078207
0,0.029629971832036972
0,0.02547244355082512
0,0.02524280734360218
0,0.022403502836823463
1,0.016079094260931015
1,0.012765898369252682
1,0.007354371249675751
