name,position,team,clean_sheets,goals_conceded,goals_scored,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,team_a_score,team_h_score,total_points,value,was_home,yellow_cards,GW,matchFile,homeTeamID,awayTeamID,goals_scored_distribution
Bryan Mbeumo,MID,Brentford,0,2,0,90,18,0,0,0,0,2,0,2,79,True,0,24,BRETOT,3,17,"{""0"": 0.7964088684504776, ""1"": 0.18699768175531536, ""2"": 0.01599161161672691, ""3"": 0.0006018381774813286}"
Matty Cash,DEF,Aston Villa,0,0,0,0,20,0,0,0,0,0,2,0,44,False,0,24,WOVAVL,2,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Adam Lallana,MID,Southampton,0,0,0,9,10,0,0,0,0,2,1,1,50,False,0,24,IPSSOU,16,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Sandro Tonali,MID,Newcastle,0,2,0,90,9,0,0,0,0,2,1,1,55,True,1,24,NEWFUL,14,8,"{""0"": 0.9772843867540362, ""1"": 0.022715613245964272, ""3"": 0, ""2"": 0}"
Issa Diop,DEF,Fulham,0,0,0,2,15,0,0,0,0,2,1,1,44,False,0,24,NEWFUL,8,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Igor Julio dos Santos de Paulo,DEF,Brighton,0,0,0,0,16,0,0,0,0,0,7,0,43,False,0,24,NOTBHA,4,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Joelinton Cássio Apolinário de Lira,MID,Newcastle,0,1,0,63,9,0,0,0,0,2,1,1,60,True,1,24,NEWFUL,14,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
John McGinn,MID,Aston Villa,0,2,0,90,20,0,0,0,0,0,2,1,52,False,1,24,WOVAVL,2,19,"{""0"": 0.9783594217151406, ""1"": 0.02164057828485988, ""3"": 0, ""2"": 0}"
Oscar Bobb,MID,Man City,0,0,0,0,1,0,0,0,0,1,5,0,47,False,0,24,ARSMNC,12,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Pedro Cardoso de Lima,DEF,Wolves,0,0,0,0,2,0,0,0,0,0,2,0,39,True,0,24,WOVAVL,19,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Pierre-Emile Højbjerg,MID,Spurs,0,0,0,0,4,0,0,0,0,2,0,0,50,False,0,24,BRETOT,17,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Nathan Collins,DEF,Brentford,0,2,0,90,18,0,0,0,0,2,0,1,45,True,0,24,BRETOT,3,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jesper Lindstrøm,MID,Everton,1,0,0,74,11,0,0,0,0,0,4,3,50,True,0,24,EVELCI,7,10,"{""0"": 0.7577108889818194, ""1"": 0.24228911101818107, ""3"": 0, ""2"": 0}"
Jesper Lindstrøm,MID,Everton,0,2,0,76,12,0,0,0,0,2,2,1,50,True,1,24,EVELIV,7,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Marc Guéhi,DEF,Crystal Palace,1,0,0,90,14,0,0,0,0,2,0,6,46,False,0,24,MNUCRY,6,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Mathias Jorgensen,DEF,Brentford,0,0,0,0,18,0,0,0,0,2,0,0,45,True,0,24,BRETOT,3,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Divin Mubama,FWD,Man City,0,0,0,0,1,0,0,0,0,1,5,0,45,False,0,24,ARSMNC,12,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
William Osula,FWD,Newcastle,0,0,0,3,9,0,0,0,0,2,1,1,49,True,0,24,NEWFUL,14,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Harry Souttar,DEF,Leicester,0,0,0,0,8,0,0,0,0,0,4,0,40,False,0,24,EVELCI,10,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jean-Philippe Mateta,FWD,Crystal Palace,1,0,2,90,14,0,0,0,0,2,0,13,74,False,0,24,MNUCRY,6,13,"{""0"": 0.02823338094164546, ""1"": 0.2653784602013687, ""2"": 0.4743137902917673, ""3"": 0.23207436856521946}"
Max Alleyne,DEF,Man City,0,0,0,0,1,0,0,0,0,1,5,0,40,False,0,24,ARSMNC,12,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Archie Harris,DEF,Bournemouth,0,0,0,0,12,0,0,0,0,2,0,0,40,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Zach Abbott,DEF,Nott'm Forest,0,0,0,0,5,0,0,0,0,0,7,0,40,True,0,24,NOTBHA,15,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ben Nelson,DEF,Leicester,0,0,0,0,8,0,0,0,0,0,4,0,40,False,0,24,EVELCI,10,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Bernardo Veiga de Carvalho e Silva,MID,Man City,0,5,0,90,1,0,0,0,0,1,5,2,62,False,0,24,ARSMNC,12,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Matai Akinmboni,DEF,Bournemouth,0,0,0,0,12,0,0,0,0,2,0,0,40,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Filip Jørgensen,GK,Chelsea,0,1,0,90,19,0,0,0,0,1,2,3,42,True,0,24,CHEWHU,5,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
David Brooks,MID,Bournemouth,0,1,0,65,12,0,0,0,0,2,0,2,49,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Son Heung-min,MID,Spurs,1,0,0,90,4,0,0,0,0,2,0,10,98,False,1,24,BRETOT,17,3,"{""0"": 0.9644072058802058, ""1"": 0.0352715098847535, ""2"": 0.00032128423504138373, ""3"": 0}"
Solly March,MID,Brighton,0,0,0,0,16,0,0,0,0,0,7,0,65,False,0,24,NOTBHA,4,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Manor Solomon,MID,Spurs,0,0,0,0,4,0,0,0,0,2,0,0,54,False,0,24,BRETOT,17,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Nathaniel Phillips,DEF,Liverpool,0,0,0,0,3,0,0,0,0,2,0,0,40,False,0,24,BOULIV,11,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Nathaniel Phillips,DEF,Liverpool,0,0,0,0,8,0,0,0,0,2,2,0,40,False,0,24,EVELIV,11,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kieran Trippier,DEF,Newcastle,0,1,0,26,9,0,0,0,0,2,1,1,56,True,0,24,NEWFUL,14,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Paris Maghoma,MID,Brentford,0,0,0,0,18,0,0,0,0,2,0,0,45,True,0,24,BRETOT,3,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
John Stones,DEF,Man City,0,5,0,90,1,0,0,0,0,1,5,0,53,False,0,24,ARSMNC,12,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Sam Morsy,MID,Ipswich,0,2,0,90,17,0,0,0,0,2,1,2,49,True,0,24,IPSSOU,9,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jayden Meghoma,DEF,Brentford,0,0,0,0,18,0,0,0,0,2,0,0,40,True,0,24,BRETOT,3,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Lewis Hall,DEF,Newcastle,0,2,0,86,9,0,0,0,0,2,1,1,51,True,0,24,NEWFUL,14,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ivan Juric,AM,Southampton,0,0,0,0,10,0,0,0,0,2,1,8,5,False,0,24,IPSSOU,16,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Marc Guiu Paz,FWD,Chelsea,0,0,0,38,19,0,0,0,0,1,2,1,47,True,0,24,CHEWHU,5,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tom Cannon,FWD,Leicester,0,0,0,0,8,0,0,0,0,0,4,0,45,False,0,24,EVELCI,10,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ben Davies,DEF,Spurs,1,0,0,90,4,0,0,0,0,2,0,6,43,False,0,24,BRETOT,17,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tyler Morton,MID,Liverpool,0,0,0,0,3,0,0,0,0,2,0,0,44,False,0,24,BOULIV,11,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tyler Morton,MID,Liverpool,0,0,0,0,8,0,0,0,0,2,2,0,44,False,0,24,EVELIV,11,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Matheus França de Oliveira,MID,Crystal Palace,0,0,0,0,14,0,0,0,0,2,0,0,44,False,0,24,MNUCRY,6,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Calvin Bassey,DEF,Fulham,0,1,0,90,15,0,0,0,0,2,1,2,45,False,0,24,NEWFUL,8,14,"{""0"": 0.8537637740373614, ""1"": 0.14623622596263908, ""3"": 0, ""2"": 0}"
Eddie Nketiah,FWD,Crystal Palace,0,0,0,0,14,0,0,0,0,2,0,0,59,False,0,24,MNUCRY,6,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Andreas Hoelgebaum Pereira,MID,Fulham,0,0,0,18,15,0,0,0,0,2,1,3,50,False,1,24,NEWFUL,8,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Caleb Kporha,DEF,Crystal Palace,0,0,0,0,14,0,0,0,0,2,0,0,40,False,0,24,MNUCRY,6,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Matheus Santos Carneiro Da Cunha,FWD,Wolves,1,0,1,90,2,0,0,0,0,0,2,7,68,True,1,24,WOVAVL,19,1,"{""0"": 0.6132602611891542, ""1"": 0.33130198940282235, ""2"": 0.05252505291970303, ""3"": 0.002912696488321577}"
Amadou Onana,MID,Aston Villa,0,1,0,45,20,0,0,0,0,0,2,1,48,False,0,24,WOVAVL,2,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Morgan Rogers,MID,Aston Villa,0,2,0,90,20,0,0,0,0,0,2,1,56,False,1,24,WOVAVL,2,19,"{""0"": 0.9625342898070814, ""1"": 0.037465710192919, ""3"": 0, ""2"": 0}"
Reiss Nelson,MID,Fulham,0,0,0,0,15,0,0,0,0,2,1,0,50,False,0,24,NEWFUL,8,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tosin Adarabioyo,DEF,Chelsea,0,1,0,90,19,0,0,0,0,1,2,2,42,True,0,24,CHEWHU,5,18,"{""0"": 0.7725460166463152, ""1"": 0.21195486069326197, ""2"": 0.015186301836610794, ""3"": 0.00031282082381299536}"
Matt Targett,DEF,Newcastle,0,0,0,0,9,0,0,0,0,2,1,0,40,True,0,24,NEWFUL,14,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Filip Marschall,GK,Aston Villa,0,0,0,0,20,0,0,0,0,0,2,0,40,False,0,24,WOVAVL,2,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jan Paul van Hecke,DEF,Brighton,0,7,0,90,16,0,0,0,0,0,7,-1,45,False,0,24,NOTBHA,4,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jean-Clair Todibo,DEF,West Ham,0,0,0,0,6,0,0,0,0,1,2,0,42,False,0,24,CHEWHU,18,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jack Clarke,MID,Ipswich,0,0,0,2,17,0,0,0,0,2,1,1,54,True,0,24,IPSSOU,9,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Chris Mepham,DEF,Bournemouth,0,0,0,0,12,0,0,0,0,2,0,0,44,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ollie Watkins,FWD,Aston Villa,0,1,0,45,20,0,0,0,0,0,2,1,89,False,0,24,WOVAVL,2,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jorge Cuenca Barreno,DEF,Fulham,0,0,0,0,15,0,0,0,0,2,1,0,44,False,0,24,NEWFUL,8,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Rico Lewis,DEF,Man City,0,0,0,0,1,0,0,0,0,1,5,0,44,False,0,24,ARSMNC,12,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Julián Araujo Zúñiga,DEF,Bournemouth,0,0,0,0,12,0,0,0,0,2,0,0,43,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,1,0,0,71,5,0,0,0,0,0,7,5,47,True,1,24,NOTBHA,15,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
James Tarkowski,DEF,Everton,1,0,0,90,11,0,0,0,0,0,4,10,48,True,0,24,EVELCI,7,10,"{""0"": 0.9617214351892474, ""1"": 0.03827856481075309, ""3"": 0, ""2"": 0}"
James Tarkowski,DEF,Everton,0,2,1,90,12,0,0,0,0,2,2,7,48,True,0,24,EVELIV,7,11,"{""0"": 0.9130469113588335, ""1"": 0.08695308864116691, ""3"": 0, ""2"": 0}"
Joël Veltman,DEF,Brighton,0,7,0,90,16,0,0,0,0,0,7,-1,44,False,0,24,NOTBHA,4,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jaidon Anthony,MID,Bournemouth,0,0,0,0,12,0,0,0,0,2,0,0,45,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kamaldeen Sulemana,MID,Southampton,0,0,0,20,10,0,0,0,0,2,1,4,50,False,0,24,IPSSOU,16,9,"{""0"": 0.958251088857651, ""1"": 0.041748911142349465, ""3"": 0, ""2"": 0}"
Timo Werner,MID,Spurs,0,0,0,0,4,0,0,0,0,2,0,0,62,False,0,24,BRETOT,17,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tyrone Mings,DEF,Aston Villa,0,0,0,0,20,0,0,0,0,0,2,0,44,False,0,24,WOVAVL,2,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ethan Wheatley,FWD,Man Utd,0,0,0,0,7,0,0,0,0,2,0,0,45,True,0,24,MNUCRY,13,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Matz Sels,GK,Nott'm Forest,1,0,0,90,5,0,0,0,0,0,7,8,50,True,0,24,NOTBHA,15,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ryan Yates,MID,Nott'm Forest,0,0,0,0,5,0,0,0,0,0,7,0,49,True,0,24,NOTBHA,15,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Amad Diallo,MID,Man Utd,0,2,0,90,7,0,0,0,0,2,0,2,56,True,0,24,MNUCRY,13,6,"{""0"": 0.9134430289268496, ""1"": 0.08655697107315086, ""3"": 0, ""2"": 0}"
Josh Nichols,DEF,Arsenal,0,0,0,0,13,0,0,0,0,1,5,0,40,True,0,24,ARSMNC,1,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Sam Szmodics,MID,Ipswich,0,0,0,0,17,0,0,0,0,2,1,0,57,True,0,24,IPSSOU,9,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Spike Brits,GK,Man City,0,0,0,0,1,0,0,0,0,1,5,0,40,False,0,24,ARSMNC,12,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Malo Gusto,DEF,Chelsea,0,0,0,29,19,0,0,0,0,1,2,1,49,True,0,24,CHEWHU,5,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Julian Eyestone,GK,Brentford,0,0,0,0,18,0,0,0,0,2,0,0,40,True,0,24,BRETOT,3,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Eddie Howe,AM,Newcastle,0,0,0,0,9,0,0,0,0,2,1,1,15,True,0,24,NEWFUL,14,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Nathan Butler-Oyedeji,FWD,Arsenal,0,0,0,0,13,0,0,0,0,1,5,0,45,True,0,24,ARSMNC,1,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Hwang Ui-jo,FWD,Nott'm Forest,0,0,0,0,5,0,0,0,0,0,7,0,45,True,0,24,NOTBHA,15,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jakub Stolarczyk,GK,Leicester,0,0,0,0,8,0,0,0,0,0,4,0,40,False,0,24,EVELCI,10,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Zain Silcott-Duberry,MID,Bournemouth,0,0,0,0,12,0,0,0,0,2,0,0,45,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Lloyd Kelly,DEF,Newcastle,0,0,0,3,9,0,0,0,0,2,1,1,42,True,0,24,NEWFUL,14,8,"{""0"": 0.9522318318486216, ""1"": 0.047768168151378854, ""3"": 0, ""2"": 0}"
Mateus Gonçalo Espanha Fernandes,MID,Southampton,0,1,0,90,10,0,0,0,0,2,1,2,50,False,0,24,IPSSOU,16,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Valentín Barco,DEF,Brighton,0,0,0,0,16,0,0,0,0,0,7,0,40,False,0,24,NOTBHA,4,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Dean Huijsen,DEF,Bournemouth,0,2,0,90,12,0,0,0,0,2,0,0,44,True,1,24,BOULIV,0,11,"{""0"": 0.983991311863065, ""1"": 0.016008688136935456, ""3"": 0, ""2"": 0}"
Carlos Roberto Forbs Borges,MID,Wolves,0,0,0,0,2,0,0,0,0,0,2,0,55,True,0,24,WOVAVL,19,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
André Trindade da Costa Neto,MID,Wolves,1,0,0,90,2,0,0,0,0,0,2,3,50,True,0,24,WOVAVL,19,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Albert Grønbæk,MID,Southampton,0,1,0,69,10,0,0,0,0,2,1,2,50,False,0,24,IPSSOU,16,9,"{""0"": 0.8853280596759898, ""1"": 0.11310738951921842, ""2"": 0.001564550804792314, ""3"": 0}"
Max Aarons,DEF,Bournemouth,0,0,0,0,12,0,0,0,0,2,0,0,43,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Unai Emery,AM,Aston Villa,0,0,0,0,20,0,0,0,0,0,2,0,8,False,0,24,WOVAVL,2,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Henry Cartwright,MID,Leicester,0,0,0,0,8,0,0,0,0,0,4,0,45,False,0,24,EVELCI,10,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Rhys Williams,DEF,Liverpool,0,0,0,0,3,0,0,0,0,2,0,0,40,False,0,24,BOULIV,11,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Rhys Williams,DEF,Liverpool,0,0,0,0,8,0,0,0,0,2,2,0,40,False,0,24,EVELIV,11,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Michail Antonio,FWD,West Ham,0,0,0,0,6,0,0,0,0,1,2,0,53,False,0,24,CHEWHU,18,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ibrahim Osman,MID,Brighton,0,0,0,0,16,0,0,0,0,0,7,0,50,False,0,24,NOTBHA,4,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Lewis Miley,MID,Newcastle,0,0,0,3,9,0,0,0,0,2,1,1,50,True,0,24,NEWFUL,14,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Nathan Wood-Gordon,DEF,Southampton,0,0,0,0,10,0,0,0,0,2,1,0,40,False,0,24,IPSSOU,16,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Rodrigo Muniz Carvalho,FWD,Fulham,0,0,1,17,15,0,0,0,0,2,1,8,55,False,0,24,NEWFUL,8,14,"{""0"": 0.32367950677871726, ""1"": 0.6763204932212832, ""3"": 0, ""2"": 0}"
Min-Hyeok Yang,MID,Spurs,0,0,0,0,4,0,0,0,0,2,0,0,45,False,0,24,BRETOT,17,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Benjamin White,DEF,Arsenal,0,0,0,0,13,0,0,0,0,1,5,0,61,True,0,24,ARSMNC,1,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Cameron Burgess,DEF,Ipswich,0,0,0,0,17,0,0,0,0,2,1,0,39,True,0,24,IPSSOU,9,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Abdul Fatawu,MID,Leicester,0,0,0,0,8,0,0,0,0,0,4,0,52,False,0,24,EVELCI,10,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Dominik Szoboszlai,MID,Liverpool,1,0,0,90,3,0,0,0,0,2,0,3,63,False,0,24,BOULIV,11,2,"{""0"": 0.8473527603220157, ""1"": 0.14481813712191655, ""2"": 0.007700517101284332, ""3"": 0.00012858545478432182}"
Dominik Szoboszlai,MID,Liverpool,0,2,0,90,8,0,0,0,0,2,2,2,63,False,0,24,EVELIV,11,7,"{""0"": 0.9593683741986754, ""1"": 0.040631625801325066, ""3"": 0, ""2"": 0}"
Tim Iroegbunam,MID,Everton,0,0,0,8,11,0,0,0,0,0,4,1,43,True,0,24,EVELCI,7,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tim Iroegbunam,MID,Everton,0,0,0,13,12,0,0,0,0,2,2,4,43,True,0,24,EVELIV,7,11,"{""0"": 0.9786213431507351, ""1"": 0.02137865684926532, ""3"": 0, ""2"": 0}"
Neco Williams,DEF,Nott'm Forest,1,0,1,90,5,0,0,0,0,0,7,12,44,True,0,24,NOTBHA,15,4,"{""0"": 0.6260936290860923, ""1"": 0.3393260849832, ""2"": 0.03458028593070833, ""3"": 0}"
Roméo Lavia,MID,Chelsea,0,0,0,0,19,0,0,0,0,1,2,0,45,True,0,24,CHEWHU,5,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Leon Bailey,MID,Aston Villa,0,1,0,45,20,0,0,0,0,0,2,1,62,False,0,24,WOVAVL,2,19,"{""0"": 0.9395773813822799, ""1"": 0.05974588585169512, ""2"": 0.0006767327660255687, ""3"": 0}"
Niclas Füllkrug,FWD,West Ham,0,0,0,0,6,0,0,0,0,1,2,0,67,False,0,24,CHEWHU,18,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Harvey Barnes,MID,Newcastle,0,0,0,0,9,0,0,0,0,2,1,0,59,True,0,24,NEWFUL,14,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Brennan Johnson,MID,Spurs,0,0,0,0,4,0,0,0,0,2,0,0,62,False,0,24,BRETOT,17,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Andrew Moran,MID,Brighton,0,0,0,0,16,0,0,0,0,0,7,0,50,False,0,24,NOTBHA,4,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Harry Maguire,DEF,Man Utd,0,2,0,90,7,0,0,0,0,2,0,0,49,True,1,24,MNUCRY,13,6,"{""0"": 0.8783342242240908, ""1"": 0.12166577577590965, ""3"": 0, ""2"": 0}"
Mark Travers,GK,Bournemouth,0,0,0,0,12,0,0,0,0,2,0,0,44,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Will Smallbone,MID,Southampton,0,0,0,34,10,0,0,0,0,2,1,1,50,False,0,24,IPSSOU,16,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Mykhailo Mudryk,MID,Chelsea,0,0,0,0,19,0,0,0,0,1,2,0,62,True,0,24,CHEWHU,5,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Imari Samuels,DEF,Brighton,0,0,0,0,16,0,0,0,0,0,7,0,40,False,0,24,NOTBHA,4,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Hamed Traorè,MID,Bournemouth,0,0,0,0,12,0,0,0,0,2,0,0,45,True,0,24,BOULIV,0,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Stefan Ortega Moreno,GK,Man City,0,5,0,90,1,0,0,0,0,1,5,0,52,False,0,24,ARSMNC,12,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Renato Palma Veiga,MID,Chelsea,0,0,0,0,19,0,0,0,0,1,2,0,44,True,0,24,CHEWHU,5,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Eberechi Eze,MID,Crystal Palace,0,0,0,29,14,0,0,0,0,2,0,1,67,False,0,24,MNUCRY,6,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Samuel Iling-Junior,MID,Aston Villa,0,0,0,0,20,0,0,0,0,0,2,0,54,False,0,24,WOVAVL,2,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Boubacar Kamara,MID,Aston Villa,0,2,0,90,20,0,0,0,0,0,2,2,50,False,0,24,WOVAVL,2,19,"{""0"": 0.9575868882238867, ""1"": 0.04241311177611373, ""3"": 0, ""2"": 0}"
Ali Al-Hamadi,FWD,Ipswich,0,0,0,0,17,0,0,0,0,2,1,0,47,True,0,24,IPSSOU,9,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Willy Boly,DEF,Nott'm Forest,0,0,0,18,5,0,0,0,0,0,7,1,42,True,0,24,NOTBHA,15,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Carlos Alcaraz Durán,MID,Everton,0,0,0,0,11,0,0,0,0,0,4,0,49,True,0,24,EVELCI,7,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Carlos Alcaraz Durán,MID,Everton,0,0,0,13,12,0,0,0,0,2,2,1,49,True,0,24,EVELIV,7,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Victor Lindelöf,DEF,Man Utd,0,0,0,0,7,0,0,0,0,2,0,0,43,True,0,24,MNUCRY,13,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Samuel Amissah,DEF,Fulham,0,0,0,0,15,0,0,0,0,2,1,0,40,False,0,24,NEWFUL,8,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ross Barkley,MID,Aston Villa,0,0,0,0,20,0,0,0,0,0,2,0,52,False,0,24,WOVAVL,2,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Elyh Harrison,GK,Man Utd,0,0,0,0,7,0,0,0,0,2,0,0,40,True,0,24,MNUCRY,13,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
