name,position,team,clean_sheets,goals_conceded,goals_scored,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,team_a_score,team_h_score,total_points,value,was_home,yellow_cards,GW,matchFile,homeTeamID,awayTeamID,goals_scored_distribution
Alex Scott,MID,Bournemouth,0,1,0,62,16,0,0,0,0,1,1,2,50,False,0,1,NOTBOU,0,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,0,0,0,0,3,0,0,0,0,1,1,0,45,True,0,1,NOTBOU,15,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tomiyasu Takehiro,DEF,Arsenal,0,0,0,0,20,0,0,0,0,0,2,0,50,True,0,1,ARSWOV,1,19,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Malcolm Ebiowei,MID,Crystal Palace,0,0,0,0,4,0,0,0,0,1,2,0,45,False,0,1,BRECRY,6,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ben Brereton Díaz,MID,Southampton,0,1,0,70,15,0,0,0,0,0,1,1,55,False,1,1,NEWSOU,16,14,"{""0"": 0.7216695297273935, ""1"": 0.2583049364858987, ""2"": 0.02002553378670839, ""3"": 0}"
Pau Torres,DEF,Aston Villa,0,1,0,90,19,0,0,0,0,2,1,2,45,False,0,1,WHUAVL,2,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Joel Ward,DEF,Crystal Palace,0,0,0,0,4,0,0,0,0,1,2,0,45,False,0,1,BRECRY,6,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Will Lankshear,FWD,Spurs,0,0,0,0,11,0,0,0,0,1,1,0,45,False,0,1,LCITOT,17,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Hwang Hee-chan,MID,Wolves,0,2,0,90,1,0,0,0,0,0,2,2,65,False,0,1,ARSWOV,19,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Mikey Moore,MID,Spurs,0,0,0,0,11,0,0,0,0,1,1,0,45,False,0,1,LCITOT,17,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Hákon Valdimarsson,GK,Brentford,0,0,0,0,7,0,0,0,0,1,2,0,40,True,0,1,BRECRY,3,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Alex Paulsen,GK,Bournemouth,0,0,0,0,16,0,0,0,0,1,1,0,40,False,0,1,NOTBOU,0,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
João Victor Gomes da Silva,MID,Wolves,0,2,0,83,1,0,0,0,0,0,2,1,50,False,1,1,ARSWOV,19,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Cole Palmer,MID,Chelsea,0,2,0,90,13,0,0,0,0,2,0,2,105,True,0,1,CHEMNC,5,12,"{""0"": 0.9356080035245378, ""1"": 0.06333129247010624, ""2"": 0.0010607040053566552, ""3"": 0}"
Mitoma Kaoru,MID,Brighton,1,0,1,88,8,0,0,0,0,3,0,8,65,False,0,1,EVEBHA,4,7,"{""0"": 0.16124528916744166, ""1"": 0.7089941328571455, ""2"": 0.12366482352814932, ""3"": 0.00609575444726472}"
Boubakary Soumaré,MID,Leicester,0,0,0,11,18,0,0,0,0,1,1,1,45,True,0,1,LCITOT,10,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Chris Wood,FWD,Nott'm Forest,1,0,1,71,3,0,0,0,0,1,1,9,60,True,0,1,NOTBOU,15,2,"{""0"": 0.2939373254776003, ""1"": 0.7060626745224001, ""3"": 0, ""2"": 0}"
Joe Worrall,DEF,Nott'm Forest,0,0,0,0,3,0,0,0,0,1,1,0,45,True,0,1,NOTBOU,15,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jeffrey Schlupp,MID,Crystal Palace,0,0,0,0,4,0,0,0,0,1,2,0,50,False,0,1,BRECRY,6,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Milos Kerkez,DEF,Bournemouth,0,1,0,90,16,0,0,0,0,1,1,1,45,False,1,1,NOTBOU,0,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Adrian Mazilu,MID,Brighton,0,0,0,0,8,0,0,0,0,3,0,0,45,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jason Steele,GK,Brighton,1,0,0,90,8,0,0,0,0,3,0,7,45,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Arijanet Muric,GK,Ipswich,0,0,0,0,12,0,0,0,0,2,0,0,45,True,0,1,IPSLIV,9,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Carl Rushworth,GK,Brighton,0,0,0,0,8,0,0,0,0,3,0,0,40,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ibrahim Sangaré,MID,Nott'm Forest,0,1,0,90,3,0,0,0,0,1,1,2,45,True,0,1,NOTBOU,15,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Hannibal Mejbri,MID,Man Utd,0,0,0,0,9,0,0,0,0,0,1,0,45,True,0,1,MNUFUL,13,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Brandon Austin,GK,Spurs,0,0,0,0,11,0,0,0,0,1,1,0,40,False,0,1,LCITOT,17,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Conor Coady,DEF,Leicester,0,0,0,0,18,0,0,0,0,1,1,0,40,True,0,1,LCITOT,10,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Wes Foderingham,GK,West Ham,0,0,0,0,2,0,0,0,0,2,1,0,45,True,0,1,WHUAVL,18,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Armando Broja,FWD,Chelsea,0,0,0,0,13,0,0,0,0,2,0,0,55,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Adam Webster,DEF,Brighton,0,0,0,14,8,0,0,0,0,3,0,1,45,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Thomas Partey,MID,Arsenal,1,0,0,90,20,0,0,0,0,0,2,3,50,True,0,1,ARSWOV,1,19,"{""0"": 0.9428398534655573, ""1"": 0.057160146534443124, ""3"": 0, ""2"": 0}"
Harry Wilson,MID,Fulham,0,1,0,12,14,0,0,0,0,0,1,1,55,False,0,1,MNUFUL,8,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kasey McAteer,MID,Leicester,0,0,0,4,18,0,0,0,0,1,1,1,50,True,0,1,LCITOT,10,17,"{""0"": 0.9779059793800118, ""1"": 0.022094020619988664, ""3"": 0, ""2"": 0}"
Curtis Jones,MID,Liverpool,0,0,0,0,10,0,0,0,0,2,0,0,55,False,0,1,IPSLIV,11,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Wes Burns,MID,Ipswich,0,0,0,56,12,0,0,0,0,2,0,0,50,True,1,1,IPSLIV,9,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Yunus Emre Konak,MID,Brentford,0,0,0,0,7,0,0,0,0,1,2,0,45,True,0,1,BRECRY,3,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Max Kilman,DEF,West Ham,0,2,0,90,2,0,0,0,0,2,1,1,45,True,0,1,WHUAVL,18,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Deniz Undav,FWD,Brighton,0,0,0,0,8,0,0,0,0,3,0,0,55,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Alex Murphy,DEF,Newcastle,0,0,0,0,17,0,0,0,0,0,1,0,40,True,0,1,NEWSOU,14,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
George Edmundson,DEF,Ipswich,0,0,0,0,12,0,0,0,0,2,0,0,40,True,0,1,IPSLIV,9,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,0,0,0,45,6,0,0,0,0,2,0,1,65,False,0,1,CHEMNC,12,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Emerson Palmieri dos Santos,DEF,West Ham,0,2,0,90,2,0,0,0,0,2,1,1,45,True,0,1,WHUAVL,18,1,"{""0"": 0.9568027630448344, ""1"": 0.043197236955166085, ""3"": 0, ""2"": 0}"
Abdoulaye Doucouré,MID,Everton,0,2,0,62,5,0,0,0,0,3,0,2,55,True,0,1,EVEBHA,7,4,"{""0"": 0.8616821616888048, ""1"": 0.1383178383111956, ""3"": 0, ""2"": 0}"
José Malheiro de Sá,GK,Wolves,0,2,0,90,1,0,0,0,0,0,2,2,45,False,0,1,ARSWOV,19,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Alexander Isak,FWD,Newcastle,1,0,0,90,17,0,0,0,0,0,1,5,85,True,0,1,NEWSOU,14,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Yves Bissouma,MID,Spurs,0,0,0,0,11,0,0,0,0,1,1,0,50,False,0,1,LCITOT,17,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Conor Gallagher,MID,Chelsea,0,0,0,0,13,0,0,0,0,2,0,0,60,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Philip Billing,MID,Bournemouth,0,0,0,6,16,0,0,0,0,1,1,1,50,False,0,1,NOTBOU,0,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,0,0,0,0,1,0,0,0,0,0,2,0,55,False,0,1,ARSWOV,19,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Brajan Gruda,MID,Brighton,0,0,0,0,8,0,0,0,0,3,0,0,55,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Rodrigo 'Rodri' Hernandez,MID,Man City,0,0,0,0,6,0,0,0,0,2,0,0,65,False,0,1,CHEMNC,12,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Đorđe Petrović,GK,Chelsea,0,0,0,0,13,0,0,0,0,2,0,0,45,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Craig Dawson,DEF,Wolves,0,0,0,6,1,0,0,0,0,0,2,1,45,False,0,1,ARSWOV,19,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jordan Ayew,MID,Crystal Palace,0,1,0,20,4,0,0,0,0,1,2,0,55,False,1,1,BRECRY,6,3,"{""0"": 0.5434453189373019, ""1"": 0.4565546810626986, ""3"": 0, ""2"": 0}"
Marcos Senesi,DEF,Bournemouth,0,0,0,0,16,0,0,0,0,1,1,0,50,False,0,1,NOTBOU,0,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kiernan Dewsbury-Hall,MID,Chelsea,0,1,0,24,13,0,0,0,0,2,0,1,60,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kaine Kesler-Hayden,DEF,Aston Villa,0,0,0,0,19,0,0,0,0,2,1,0,40,False,0,1,WHUAVL,2,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
João Cavaco Cancelo,DEF,Man City,0,0,0,0,6,0,0,0,0,2,0,0,55,False,0,1,CHEMNC,12,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Maxwel Cornet,MID,West Ham,0,0,0,0,2,0,0,0,0,2,1,0,50,True,0,1,WHUAVL,18,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jefferson Lerma Solís,MID,Crystal Palace,0,1,0,16,4,0,0,0,0,1,2,1,50,False,0,1,BRECRY,6,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jannik Vestergaard,DEF,Leicester,0,1,0,90,18,0,0,0,0,1,1,2,40,True,0,1,LCITOT,10,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Luke Thomas,DEF,Leicester,0,0,0,0,18,0,0,0,0,1,1,0,40,True,0,1,LCITOT,10,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Bruno Borges Fernandes,MID,Man Utd,1,0,0,90,9,0,0,0,0,0,1,3,85,True,0,1,MNUFUL,13,8,"{""0"": 0.17921072401593555, ""1"": 0.504849330571034, ""2"": 0.2639341226473828, ""3"": 0.05200582276564916}"
Adam Smith,DEF,Bournemouth,0,1,0,62,16,0,0,0,0,1,1,2,45,False,0,1,NOTBOU,0,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Miodrag Pivaš,DEF,Newcastle,0,0,0,0,17,0,0,0,0,0,1,0,40,True,0,1,NEWSOU,14,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Billy Gilmour,MID,Brighton,0,0,0,8,8,0,0,0,0,3,0,1,50,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Rasmus Højlund,FWD,Man Utd,0,0,0,0,9,0,0,0,0,0,1,0,70,True,0,1,MNUFUL,13,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Callum Wilson,FWD,Newcastle,0,0,0,0,17,0,0,0,0,0,1,0,70,True,0,1,NEWSOU,14,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Crysencio Summerville,MID,West Ham,0,1,0,17,2,0,0,0,0,2,1,1,60,True,0,1,WHUAVL,18,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jesurun Rak-Sakyi,MID,Crystal Palace,0,0,0,0,4,0,0,0,0,1,2,0,45,False,0,1,BRECRY,6,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Oliver Skipp,MID,Spurs,0,0,0,0,11,0,0,0,0,1,1,0,50,False,0,1,LCITOT,17,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tomáš Souček,MID,West Ham,0,2,0,90,2,0,0,0,0,2,1,5,50,True,0,1,WHUAVL,18,1,"{""0"": 0.25092666142505804, ""1"": 0.45448558138938194, ""2"": 0.24244336676506167, ""3"": 0.05214439042049958}"
Taylor Harwood-Bellis,DEF,Southampton,0,1,0,90,15,0,0,0,0,0,1,1,40,False,1,1,NEWSOU,16,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Alphonse Areola,GK,West Ham,0,2,0,90,2,0,0,0,0,2,1,1,45,True,0,1,WHUAVL,18,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Lisandro Martínez,DEF,Man Utd,1,0,0,90,9,0,0,0,0,0,1,7,45,True,0,1,MNUFUL,13,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Richarlison de Andrade,FWD,Spurs,0,0,0,1,11,0,0,0,0,1,1,1,70,False,0,1,LCITOT,17,10,"{""0"": 0.8074769228696825, ""1"": 0.1925230771303179, ""3"": 0, ""2"": 0}"
Joško Gvardiol,DEF,Man City,1,0,0,90,6,0,0,0,0,2,0,7,60,False,0,1,CHEMNC,12,5,"{""0"": 0.965610455721617, ""1"": 0.03438954427838348, ""3"": 0, ""2"": 0}"
Harry Clarke,DEF,Ipswich,0,0,0,0,12,0,0,0,0,2,0,0,40,True,0,1,IPSLIV,9,11,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Joachim Andersen,DEF,Crystal Palace,0,2,0,90,4,0,0,0,0,1,2,0,45,False,1,1,BRECRY,6,3,"{""0"": 0.9550918191671374, ""1"": 0.044908180832863076, ""3"": 0, ""2"": 0}"
Moisés Caicedo Corozo,MID,Chelsea,0,2,0,90,13,0,0,0,0,2,0,1,50,True,1,1,CHEMNC,5,12,"{""0"": 0.9718408863991501, ""1"": 0.028159113600850327, ""3"": 0, ""2"": 0}"
Carlos Henrique Casimiro,MID,Man Utd,1,0,0,90,9,0,0,0,0,0,1,3,50,True,0,1,MNUFUL,13,8,"{""0"": 0.8455922058401837, ""1"": 0.14618890551409616, ""2"": 0.008074592344831766, ""3"": 0.0001442963008892184}"
Jhon Durán,FWD,Aston Villa,0,0,1,28,19,0,0,0,0,2,1,6,60,False,0,1,WHUAVL,2,18,"{""0"": 0.6573807238814335, ""1"": 0.30902075483856634, ""2"": 0.03359852128000079, ""3"": 0}"
Jacob Murphy,MID,Newcastle,0,0,0,29,17,0,0,0,0,0,1,1,55,True,0,1,NEWSOU,14,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Sean Longstaff,MID,Newcastle,1,0,0,90,17,0,0,0,0,0,1,3,50,True,0,1,NEWSOU,14,16,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Leander Dendoncker,MID,Aston Villa,0,0,0,0,19,0,0,0,0,2,1,0,45,False,0,1,WHUAVL,2,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Trevoh Chalobah,DEF,Chelsea,0,0,0,0,13,0,0,0,0,2,0,0,45,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ryan Manning,DEF,Southampton,0,0,0,0,15,0,0,0,0,0,1,0,45,False,0,1,NEWSOU,16,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Vitalii Mykolenko,DEF,Everton,0,3,0,90,5,0,0,0,0,3,0,1,45,True,0,1,EVEBHA,7,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ryan Christie,MID,Bournemouth,0,0,0,27,16,0,0,0,0,1,1,1,50,False,0,1,NOTBOU,0,15,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Fábio Silva,FWD,Wolves,0,0,0,0,1,0,0,0,0,0,2,0,50,False,0,1,ARSWOV,19,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kepa Arrizabalaga,GK,Chelsea,0,0,0,0,13,0,0,0,0,2,0,0,45,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Frank Onyeka,MID,Brentford,0,0,0,6,7,0,0,0,0,1,2,1,50,True,0,1,BRECRY,3,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Youssef Ramalho Chermiti,FWD,Everton,0,0,0,0,5,0,0,0,0,3,0,0,50,True,0,1,EVEBHA,7,4,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Morgan Gibbs-White,MID,Nott'm Forest,0,1,0,90,3,0,0,0,0,1,1,2,65,True,0,1,NOTBOU,15,2,"{""0"": 0.8987795711386799, ""1"": 0.0996740924410828, ""2"": 0.0015463364202379579, ""3"": 0}"
Noni Madueke,MID,Chelsea,0,0,0,0,13,0,0,0,0,2,0,0,65,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Nélson Cabral Semedo,DEF,Wolves,0,0,0,0,1,0,0,0,0,0,2,0,45,False,0,1,ARSWOV,19,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tommy Doyle,MID,Wolves,0,0,0,0,1,0,0,0,0,0,2,0,50,False,0,1,ARSWOV,19,0,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Tom Heaton,GK,Man Utd,0,0,0,0,9,0,0,0,0,0,1,0,40,True,0,1,MNUFUL,13,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Lucas Bergvall,MID,Spurs,0,0,0,12,11,0,0,0,0,1,1,1,45,False,0,1,LCITOT,17,10,"{""0"": 0.9436239227652552, ""1"": 0.05637607723474525, ""3"": 0, ""2"": 0}"
Lesley Ugochukwu,MID,Chelsea,0,0,0,0,13,0,0,0,0,2,0,0,45,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Evan Ferguson,FWD,Brighton,0,0,0,0,8,0,0,0,0,3,0,0,55,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Christian Eriksen,MID,Man Utd,0,0,0,0,9,0,0,0,0,0,1,0,55,True,0,1,MNUFUL,13,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Danny Ings,FWD,West Ham,0,0,0,5,2,0,0,0,0,2,1,1,50,True,0,1,WHUAVL,18,1,"{""0"": 0.7488992214202883, ""1"": 0.25110077857971214, ""3"": 0, ""2"": 0}"
Jean-Ricner Bellegarde,MID,Wolves,0,1,0,56,1,0,0,0,0,0,2,1,50,False,0,1,ARSWOV,19,0,"{""0"": 0.9305365681648257, ""1"": 0.06946343183517478, ""3"": 0, ""2"": 0}"
Tim Ream,DEF,Fulham,0,0,0,0,14,0,0,0,0,0,1,0,45,False,0,1,MNUFUL,8,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Benoît Badiashile,DEF,Chelsea,0,0,0,0,13,0,0,0,0,2,0,0,45,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Radu Drăgușin,DEF,Spurs,0,0,0,0,11,0,0,0,0,1,1,0,45,False,0,1,LCITOT,17,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jack Stephens,DEF,Southampton,0,1,0,90,15,0,0,0,0,0,1,1,40,False,1,1,NEWSOU,16,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Mateo Kovačić,MID,Man City,1,0,1,90,6,0,0,0,0,2,0,11,55,False,0,1,CHEMNC,12,5,"{""0"": 0.8756516152883593, ""1"": 0.12059000769952491, ""2"": 0.003758377012116315, ""3"": 0}"
Nicolás Domínguez,MID,Nott'm Forest,0,1,0,36,3,0,0,0,0,1,1,1,50,True,0,1,NOTBOU,15,2,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ben Doak,MID,Liverpool,0,0,0,0,10,0,0,0,0,2,0,0,45,False,0,1,IPSLIV,11,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Phil Foden,MID,Man City,0,0,0,45,6,0,0,0,0,2,0,1,95,False,0,1,CHEMNC,12,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Mason Mount,MID,Man Utd,1,0,0,60,9,0,0,0,0,0,1,2,65,True,1,1,MNUFUL,13,8,"{""0"": 0.7048195302486422, ""1"": 0.29518046975135825, ""3"": 0, ""2"": 0}"
Gabriel Martinelli Silva,MID,Arsenal,1,0,0,90,20,0,0,0,0,0,2,3,70,True,0,1,ARSWOV,1,19,"{""0"": 0.9231683760881426, ""1"": 0.07683162391185783, ""3"": 0, ""2"": 0}"
Yasin Ayari,MID,Brighton,0,0,0,1,8,0,0,0,0,3,0,1,50,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Facundo Buonanotte,MID,Leicester,0,1,0,78,18,0,0,0,0,1,1,2,50,True,0,1,LCITOT,10,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Caoimhin Kelleher,GK,Liverpool,0,0,0,0,10,0,0,0,0,2,0,0,45,False,0,1,IPSLIV,11,9,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Odeluga Offiah,DEF,Brighton,0,0,0,0,8,0,0,0,0,3,0,0,40,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Lino da Cruz Sousa,DEF,Aston Villa,0,0,0,0,19,0,0,0,0,2,1,0,40,False,0,1,WHUAVL,2,18,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Amario Cozier-Duberry,MID,Brighton,0,0,0,0,8,0,0,0,0,3,0,0,45,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Emerson Leite de Souza Junior,DEF,Spurs,0,0,0,0,11,0,0,0,0,1,1,0,45,False,0,1,LCITOT,17,10,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Kai Havertz,FWD,Arsenal,1,0,1,90,20,0,0,0,0,0,2,12,80,True,0,1,ARSWOV,1,19,"{""0"": 0.6209427381604207, ""1"": 0.3158014641319931, ""2"": 0.05830628533644559, ""3"": 0.00494951237114195}"
Scott Carson,GK,Man City,0,0,0,0,6,0,0,0,0,2,0,0,40,False,0,1,CHEMNC,12,5,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ethan Brierley,MID,Brentford,0,0,0,0,7,0,0,0,0,1,2,0,45,True,0,1,BRECRY,3,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Andrey Nascimento dos Santos,MID,Chelsea,0,0,0,0,13,0,0,0,0,2,0,0,45,True,0,1,CHEMNC,5,12,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Rico Henry,DEF,Brentford,0,0,0,0,7,0,0,0,0,1,2,0,45,True,0,1,BRECRY,3,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Mateusz Lis,GK,Southampton,0,0,0,0,15,0,0,0,0,0,1,0,40,False,0,1,NEWSOU,16,14,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Yoane Wissa,FWD,Brentford,0,1,1,83,7,0,0,0,0,1,2,11,60,True,1,1,BRECRY,3,6,"{""0"": 0.05906754991343738, ""1"": 0.881455483318744, ""2"": 0.05947696676781916, ""3"": 0}"
Daniel Iversen,GK,Leicester,0,0,0,0,18,0,0,0,0,1,1,0,40,True,0,1,LCITOT,10,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Mads Hermansen,GK,Leicester,0,1,0,90,18,0,0,0,0,1,1,3,45,True,0,1,LCITOT,10,17,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Rob Holding,DEF,Crystal Palace,0,0,0,0,4,0,0,0,0,1,2,0,45,False,0,1,BRECRY,6,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ismaïla Sarr,MID,Crystal Palace,0,0,0,6,4,0,0,0,0,1,2,1,60,False,0,1,BRECRY,6,3,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jarrod Bowen,MID,West Ham,0,1,0,72,2,0,0,0,0,2,1,2,75,True,0,1,WHUAVL,18,1,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Mark O’Mahony,FWD,Brighton,0,0,0,0,8,0,0,0,0,3,0,0,45,False,0,1,EVEBHA,4,7,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Ryan Sessegnon,DEF,Fulham,0,0,0,0,14,0,0,0,0,0,1,0,45,False,0,1,MNUFUL,8,13,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Josh Dasilva,MID,Brentford,0,0,0,0,7,0,0,0,0,1,2,0,50,True,0,1,BRECRY,3,6,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
Jadon Sancho,MID,Man Utd,0,0,0,0,9,0,0,0,0,0,1,0,65,True,0,1,MNUFUL,13,8,"{""0"": 1, ""1"": 0, ""2"": 0, ""3"": 0}"
