1,0.7884
0,0.7884
0,0.3430926203727722
0,0.3264179229736328
0,0.26322486996650696
0,0.2193310260772705
0,0.2132779210805893
1,0.20036011934280396
0,0.12068992108106613
1,0.09546671062707901
0,0.0919187068939209
0,0.0861719623208046
0,0.0839744582772255
1,0.05224687606096268
1,0.039674267172813416
0,0.03860066831111908
0,0.0370611771941185
0,0.0348106287419796
1,0.02918076515197754
0,0.024771569296717644
0,0.02271622233092785
0,0.022045182064175606
1,0.017014155164361
0,0.014574673026800156
1,0.0037165407557040453
